Length of train dataset: 17526225
Length of dev dataset: 11722
-----------Using model checkpoint-----------
No wmt22_mmtafrica_final_bt.pt present. Default to original wmt22_mmtafrica_final.pt
Epoch: 1 | Step: 100 | Avg. loss: 30.605
Epoch: 1 | Step: 200 | Avg. loss: 30.775
Epoch: 1 | Step: 300 | Avg. loss: 26.883
Epoch: 1 | Step: 400 | Avg. loss: 22.242
Epoch: 1 | Step: 500 | Avg. loss: 22.321
Epoch: 1 | Step: 600 | Avg. loss: 18.191
Epoch: 1 | Step: 700 | Avg. loss: 17.676
Epoch: 1 | Step: 800 | Avg. loss: 16.810
Epoch: 1 | Step: 900 | Avg. loss: 14.853
Epoch: 1 | Step: 1000 | Avg. loss: 14.847
Epoch: 1 | Step: 1100 | Avg. loss: 12.236
Epoch: 1 | Step: 1200 | Avg. loss: 11.354
Epoch: 1 | Step: 1300 | Avg. loss: 10.699
Epoch: 1 | Step: 1400 | Avg. loss: 7.813
Epoch: 1 | Step: 1500 | Avg. loss: 7.799
Epoch: 1 | Step: 1600 | Avg. loss: 9.927
Epoch: 1 | Step: 1700 | Avg. loss: 11.174
Epoch: 1 | Step: 1800 | Avg. loss: 11.038
Epoch: 1 | Step: 1900 | Avg. loss: 10.512
Epoch: 1 | Step: 2000 | Avg. loss: 10.525
Epoch: 1 | Step: 2100 | Avg. loss: 11.424
Epoch: 1 | Step: 2200 | Avg. loss: 12.312
Epoch: 1 | Step: 2300 | Avg. loss: 12.273
Epoch: 1 | Step: 2400 | Avg. loss: 7.541
Epoch: 1 | Step: 2500 | Avg. loss: 7.347
Epoch: 1 | Step: 2600 | Avg. loss: 9.537
Epoch: 1 | Step: 2700 | Avg. loss: 12.702
Epoch: 1 | Step: 2800 | Avg. loss: 12.737
Epoch: 1 | Step: 2900 | Avg. loss: 7.362
Epoch: 1 | Step: 3000 | Avg. loss: 6.333
Epoch: 1 | Step: 3100 | Avg. loss: 6.760
Epoch: 1 | Step: 3200 | Avg. loss: 7.854
Epoch: 1 | Step: 3300 | Avg. loss: 7.805
Epoch: 1 | Step: 3400 | Avg. loss: 9.447
Epoch: 1 | Step: 3500 | Avg. loss: 10.057
Epoch: 1 | Step: 3600 | Avg. loss: 9.552
Epoch: 1 | Step: 3700 | Avg. loss: 6.921
Epoch: 1 | Step: 3800 | Avg. loss: 6.921
Epoch: 1 | Step: 3900 | Avg. loss: 5.800
Epoch: 1 | Step: 4000 | Avg. loss: 5.067
Epoch: 1 | Step: 4100 | Avg. loss: 5.106
Epoch: 1 | Step: 4200 | Avg. loss: 6.757
Epoch: 1 | Step: 4300 | Avg. loss: 6.738
Epoch: 1 | Step: 4400 | Avg. loss: 6.427
Epoch: 1 | Step: 4500 | Avg. loss: 6.101
Epoch: 1 | Step: 4600 | Avg. loss: 6.088
Epoch: 1 | Step: 4700 | Avg. loss: 5.193
Epoch: 1 | Step: 4800 | Avg. loss: 5.093
Epoch: 1 | Step: 4900 | Avg. loss: 4.544
Epoch: 1 | Step: 5000 | Avg. loss: 3.551
Epoch: 1 | Step: 5100 | Avg. loss: 3.604
Epoch: 1 | Step: 5200 | Avg. loss: 3.071
Epoch: 1 | Step: 5300 | Avg. loss: 3.011
Epoch: 1 | Step: 5400 | Avg. loss: 2.983
Epoch: 1 | Step: 5500 | Avg. loss: 2.926
Epoch: 1 | Step: 5600 | Avg. loss: 2.921
Epoch: 1 | Step: 5700 | Avg. loss: 2.730
Epoch: 1 | Step: 5800 | Avg. loss: 2.738
Epoch: 1 | Step: 5900 | Avg. loss: 2.733
Epoch: 1 | Step: 6000 | Avg. loss: 2.563
Epoch: 1 | Step: 6100 | Avg. loss: 2.667
Epoch: 1 | Step: 6200 | Avg. loss: 2.558
Epoch: 1 | Step: 6300 | Avg. loss: 2.609
Epoch: 1 | Step: 6400 | Avg. loss: 2.562
Epoch: 1 | Step: 6500 | Avg. loss: 2.497
Epoch: 1 | Step: 6600 | Avg. loss: 2.471
Epoch: 1 | Step: 6700 | Avg. loss: 2.497
Epoch: 1 | Step: 6800 | Avg. loss: 2.470
Epoch: 1 | Step: 6900 | Avg. loss: 2.487
Epoch: 1 | Step: 7000 | Avg. loss: 2.497
Epoch: 1 | Step: 7100 | Avg. loss: 2.489
Epoch: 1 | Step: 7200 | Avg. loss: 2.409
Epoch: 1 | Step: 7300 | Avg. loss: 2.402
Epoch: 1 | Step: 7400 | Avg. loss: 2.456
Epoch: 1 | Step: 7500 | Avg. loss: 2.392
Epoch: 1 | Step: 7600 | Avg. loss: 2.383
Epoch: 1 | Step: 7700 | Avg. loss: 2.406
Epoch: 1 | Step: 7800 | Avg. loss: 2.422
Epoch: 1 | Step: 7900 | Avg. loss: 2.326
Epoch: 1 | Step: 8000 | Avg. loss: 2.384
Epoch: 1 | Step: 8100 | Avg. loss: 2.369
Epoch: 1 | Step: 8200 | Avg. loss: 2.404
Epoch: 1 | Step: 8300 | Avg. loss: 2.334
Epoch: 1 | Step: 8400 | Avg. loss: 2.347
Epoch: 1 | Step: 8500 | Avg. loss: 2.337
Epoch: 1 | Step: 8600 | Avg. loss: 2.297
Epoch: 1 | Step: 8700 | Avg. loss: 2.358
Epoch: 1 | Step: 8800 | Avg. loss: 2.274
Epoch: 1 | Step: 8900 | Avg. loss: 2.329
Epoch: 1 | Step: 9000 | Avg. loss: 2.329
Epoch: 1 | Step: 9100 | Avg. loss: 2.308
Epoch: 1 | Step: 9200 | Avg. loss: 2.314
Epoch: 1 | Step: 9300 | Avg. loss: 2.261
Epoch: 1 | Step: 9400 | Avg. loss: 2.271
Epoch: 1 | Step: 9500 | Avg. loss: 2.250
Epoch: 1 | Step: 9600 | Avg. loss: 2.230
Epoch: 1 | Step: 9700 | Avg. loss: 2.227
Epoch: 1 | Step: 9800 | Avg. loss: 2.310
Epoch: 1 | Step: 9900 | Avg. loss: 2.374
Epoch: 1 | Step: 10000 | Avg. loss: 2.244
Epoch: 1 | Step: 10100 | Avg. loss: 2.178
Epoch: 1 | Step: 10200 | Avg. loss: 2.172
Epoch: 1 | Step: 10300 | Avg. loss: 2.113
Epoch: 1 | Step: 10400 | Avg. loss: 2.167
Epoch: 1 | Step: 10500 | Avg. loss: 2.094
Epoch: 1 | Step: 10600 | Avg. loss: 2.090
Epoch: 1 | Step: 10700 | Avg. loss: 2.079
Epoch: 1 | Step: 10800 | Avg. loss: 2.123
Epoch: 1 | Step: 10900 | Avg. loss: 2.160
Epoch: 1 | Step: 11000 | Avg. loss: 2.174
Epoch: 1 | Step: 11100 | Avg. loss: 2.268
Epoch: 1 | Step: 11200 | Avg. loss: 2.296
Epoch: 1 | Step: 11300 | Avg. loss: 2.196
Epoch: 1 | Step: 11400 | Avg. loss: 2.081
Epoch: 1 | Step: 11500 | Avg. loss: 2.060
Epoch: 1 | Step: 11600 | Avg. loss: 2.042
Epoch: 1 | Step: 11700 | Avg. loss: 1.964
Epoch: 1 | Step: 11800 | Avg. loss: 1.974
Epoch: 1 | Step: 11900 | Avg. loss: 2.002
Epoch: 1 | Step: 12000 | Avg. loss: 1.965
Epoch: 1 | Step: 12100 | Avg. loss: 2.008
Epoch: 1 | Step: 12200 | Avg. loss: 1.984
Epoch: 1 | Step: 12300 | Avg. loss: 1.965
Epoch: 1 | Step: 12400 | Avg. loss: 1.991
